ORP: 1529mV, 20.69 C, TDS=456.05, Ph=4.29
ORP: 807mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 810mV, 20.69 C, TDS=474.55, Ph=4.50
ORP: 806mV, 20.69 C, TDS=447.98, Ph=4.27
ORP: 806mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 808mV, 20.69 C, TDS=487.15, Ph=4.64
ORP: 805mV, 20.69 C, TDS=452.00, Ph=4.33
ORP: 804mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 804mV, 20.69 C, TDS=449.99, Ph=4.27
ORP: 803mV, 20.69 C, TDS=487.15, Ph=4.66
ORP: 803mV, 20.69 C, TDS=495.68, Ph=4.75
ORP: 803mV, 20.69 C, TDS=460.12, Ph=4.38
ORP: 803mV, 20.69 C, TDS=485.04, Ph=4.59
ORP: 799mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 803mV, 20.69 C, TDS=482.93, Ph=4.59
ORP: 799mV, 20.69 C, TDS=449.99, Ph=4.27
ORP: 798mV, 20.69 C, TDS=452.00, Ph=4.28
ORP: 802mV, 20.69 C, TDS=487.15, Ph=4.66
ORP: 797mV, 20.69 C, TDS=454.02, Ph=4.34
ORP: 802mV, 20.69 C, TDS=478.73, Ph=4.57
ORP: 803mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 799mV, 20.69 C, TDS=447.98, Ph=4.28
ORP: 803mV, 20.69 C, TDS=474.55, Ph=4.54
ORP: 801mV, 20.69 C, TDS=510.86, Ph=4.94
ORP: 802mV, 20.69 C, TDS=445.97, Ph=4.25
ORP: 805mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 801mV, 20.69 C, TDS=449.99, Ph=4.26
ORP: 801mV, 20.69 C, TDS=480.83, Ph=4.57
ORP: 808mV, 20.69 C, TDS=493.54, Ph=4.70
ORP: 803mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 806mV, 20.69 C, TDS=480.83, Ph=4.58
ORP: 802mV, 20.69 C, TDS=458.08, Ph=4.37
ORP: 802mV, 20.69 C, TDS=434.05, Ph=4.08
ORP: 807mV, 20.69 C, TDS=480.83, Ph=4.57
ORP: 803mV, 20.69 C, TDS=452.00, Ph=4.28
ORP: 807mV, 20.69 C, TDS=478.73, Ph=4.58
ORP: 807mV, 20.69 C, TDS=449.99, Ph=4.29
ORP: 805mV, 20.69 C, TDS=454.02, Ph=4.35
ORP: 808mV, 20.69 C, TDS=474.55, Ph=4.55
ORP: 803mV, 20.69 C, TDS=452.00, Ph=4.28
ORP: 807mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 811mV, 20.69 C, TDS=460.12, Ph=4.36
ORP: 809mV, 20.69 C, TDS=443.97, Ph=4.20
ORP: 812mV, 20.69 C, TDS=478.73, Ph=4.57
ORP: 808mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 809mV, 20.69 C, TDS=485.04, Ph=4.64
ORP: 811mV, 20.69 C, TDS=474.55, Ph=4.55
ORP: 807mV, 20.69 C, TDS=462.17, Ph=4.41
ORP: 812mV, 20.69 C, TDS=478.73, Ph=4.55
ORP: 808mV, 20.69 C, TDS=458.08, Ph=4.35
ORP: 808mV, 20.69 C, TDS=478.73, Ph=4.54
ORP: 812mV, 20.69 C, TDS=493.54, Ph=4.70
ORP: 808mV, 20.69 C, TDS=449.99, Ph=4.27
ORP: 812mV, 20.69 C, TDS=480.83, Ph=4.58
ORP: 811mV, 20.69 C, TDS=464.22, Ph=4.41
ORP: 810mV, 20.69 C, TDS=456.05, Ph=4.36
ORP: 814mV, 20.69 C, TDS=476.64, Ph=4.54
ORP: 810mV, 20.69 C, TDS=452.00, Ph=4.31
ORP: 812mV, 20.69 C, TDS=470.40, Ph=4.53
ORP: 811mV, 20.69 C, TDS=493.54, Ph=4.72
ORP: 806mV, 20.69 C, TDS=449.99, Ph=4.28
ORP: 810mV, 20.69 C, TDS=482.93, Ph=4.63
ORP: 806mV, 20.69 C, TDS=452.00, Ph=4.27
ORP: 807mV, 20.69 C, TDS=482.93, Ph=4.60
ORP: 810mV, 20.69 C, TDS=452.00, Ph=4.28
ORP: 808mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 813mV, 20.69 C, TDS=470.40, Ph=4.46
ORP: 812mV, 20.69 C, TDS=452.00, Ph=4.29
ORP: 811mV, 20.69 C, TDS=470.40, Ph=4.48
ORP: 817mV, 20.69 C, TDS=452.00, Ph=4.32
ORP: 813mV, 20.69 C, TDS=456.05, Ph=4.34
ORP: 816mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 815mV, 20.69 C, TDS=449.99, Ph=4.27
ORP: 815mV, 20.69 C, TDS=482.93, Ph=4.61
ORP: 818mV, 20.69 C, TDS=460.12, Ph=4.31
ORP: 815mV, 20.69 C, TDS=447.98, Ph=4.25
ORP: 813mV, 20.69 C, TDS=485.04, Ph=4.63
ORP: 812mV, 20.69 C, TDS=460.12, Ph=4.39
ORP: 813mV, 20.69 C, TDS=482.93, Ph=4.59
ORP: 816mV, 20.69 C, TDS=476.64, Ph=4.49
ORP: 811mV, 20.69 C, TDS=449.99, Ph=4.26
ORP: 810mV, 20.69 C, TDS=478.73, Ph=4.56
ORP: 809mV, 20.69 C, TDS=447.98, Ph=4.27
ORP: 804mV, 20.69 C, TDS=438.00, Ph=4.11
ORP: 808mV, 20.69 C, TDS=480.83, Ph=4.60
ORP: 804mV, 20.69 C, TDS=454.02, Ph=4.34
ORP: 804mV, 20.69 C, TDS=474.55, Ph=4.52
ORP: 804mV, 20.69 C, TDS=452.00, Ph=4.33
ORP: 803mV, 20.69 C, TDS=478.73, Ph=4.56
ORP: 808mV, 20.69 C, TDS=470.40, Ph=4.51
ORP: 804mV, 20.69 C, TDS=449.99, Ph=4.29
ORP: 805mV, 20.69 C, TDS=480.83, Ph=4.63
ORP: 804mV, 20.69 C, TDS=452.00, Ph=4.29
ORP: 803mV, 20.69 C, TDS=445.97, Ph=4.25
ORP: 805mV, 20.69 C, TDS=468.33, Ph=4.47
ORP: 805mV, 20.69 C, TDS=460.12, Ph=4.40
ORP: 806mV, 20.69 C, TDS=472.47, Ph=4.50
ORP: 805mV, 20.69 C, TDS=456.05, Ph=4.36
ORP: 805mV, 20.69 C, TDS=474.55, Ph=4.57
ORP: 804mV, 20.69 C, TDS=476.64, Ph=4.56
ORP: 806mV, 20.69 C, TDS=454.02, Ph=4.32
ORP: 805mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 805mV, 20.69 C, TDS=452.00, Ph=4.31
ORP: 799mV, 20.69 C, TDS=476.64, Ph=4.53
ORP: 798mV, 20.69 C, TDS=493.54, Ph=4.70
ORP: 797mV, 20.69 C, TDS=462.17, Ph=4.41
ORP: 796mV, 20.69 C, TDS=476.64, Ph=4.52
ORP: 799mV, 20.69 C, TDS=506.49, Ph=4.87
ORP: 794mV, 20.69 C, TDS=458.08, Ph=4.34
ORP: 793mV, 20.69 C, TDS=491.41, Ph=4.70
ORP: 794mV, 20.69 C, TDS=454.02, Ph=4.31
ORP: 794mV, 20.69 C, TDS=489.28, Ph=4.66
ORP: 798mV, 20.69 C, TDS=497.83, Ph=4.72
ORP: 793mV, 20.69 C, TDS=454.02, Ph=4.29
ORP: 794mV, 20.69 C, TDS=480.83, Ph=4.58
ORP: 793mV, 20.69 C, TDS=454.02, Ph=4.33
ORP: 790mV, 20.69 C, TDS=472.47, Ph=4.53
ORP: 793mV, 20.69 C, TDS=482.93, Ph=4.57
ORP: 789mV, 20.69 C, TDS=454.02, Ph=4.32
ORP: 789mV, 20.69 C, TDS=487.15, Ph=4.64
ORP: 793mV, 20.69 C, TDS=466.27, Ph=4.36
ORP: 790mV, 20.69 C, TDS=458.08, Ph=4.36
ORP: 794mV, 20.69 C, TDS=482.93, Ph=4.59
ORP: 796mV, 20.69 C, TDS=458.08, Ph=4.38
ORP: 792mV, 20.69 C, TDS=449.99, Ph=4.26
ORP: 796mV, 20.69 C, TDS=478.73, Ph=4.57
ORP: 792mV, 20.69 C, TDS=445.97, Ph=4.24
ORP: 796mV, 20.69 C, TDS=476.64, Ph=4.56
ORP: 797mV, 20.69 C, TDS=491.41, Ph=4.73
ORP: 792mV, 20.69 C, TDS=458.08, Ph=4.38
ORP: 796mV, 20.69 C, TDS=482.93, Ph=4.63
ORP: 796mV, 20.69 C, TDS=506.49, Ph=4.86
ORP: 796mV, 20.69 C, TDS=449.99, Ph=4.24
ORP: 798mV, 20.69 C, TDS=485.04, Ph=4.63
ORP: 794mV, 20.69 C, TDS=449.99, Ph=4.28
ORP: 793mV, 20.69 C, TDS=458.08, Ph=4.37
ORP: 793mV, 20.69 C, TDS=474.55, Ph=4.49
ORP: 792mV, 20.69 C, TDS=458.08, Ph=4.36
ORP: 788mV, 20.69 C, TDS=472.47, Ph=4.53
ORP: 790mV, 20.69 C, TDS=495.68, Ph=4.73
ORP: 789mV, 20.69 C, TDS=458.08, Ph=4.35
ORP: 787mV, 20.69 C, TDS=436.02, Ph=4.12
ORP: 791mV, 20.69 C, TDS=478.73, Ph=4.58
ORP: 793mV, 20.69 C, TDS=458.08, Ph=4.38
ORP: 795mV, 20.69 C, TDS=474.55, Ph=4.52
ORP: 800mV, 20.69 C, TDS=485.04, Ph=4.64
ORP: 796mV, 20.69 C, TDS=460.12, Ph=4.40
ORP: 798mV, 20.69 C, TDS=480.83, Ph=4.61
ORP: 801mV, 20.69 C, TDS=454.02, Ph=4.26
ORP: 796mV, 20.69 C, TDS=458.08, Ph=4.34
ORP: 800mV, 20.69 C, TDS=472.47, Ph=4.49
ORP: 797mV, 20.69 C, TDS=454.02, Ph=4.34
ORP: 794mV, 20.69 C, TDS=441.98, Ph=4.16
ORP: 800mV, 20.69 C, TDS=482.93, Ph=4.61
ORP: 796mV, 20.69 C, TDS=454.02, Ph=4.30
ORP: 797mV, 20.69 C, TDS=445.97, Ph=4.20
ORP: 799mV, 20.69 C, TDS=480.83, Ph=4.57
ORP: 796mV, 20.69 C, TDS=456.05, Ph=4.34
ORP: 798mV, 20.69 C, TDS=432.08, Ph=4.06
ORP: 798mV, 20.69 C, TDS=476.64, Ph=4.57
ORP: 796mV, 20.69 C, TDS=449.99, Ph=4.27
ORP: 797mV, 20.69 C, TDS=460.12, Ph=4.40
ORP: 796mV, 20.69 C, TDS=487.15, Ph=4.66
ORP: 796mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 801mV, 20.69 C, TDS=476.64, Ph=4.55
ORP: 802mV, 20.69 C, TDS=474.55, Ph=4.54
ORP: 802mV, 20.69 C, TDS=445.97, Ph=4.24
ORP: 803mV, 20.69 C, TDS=476.64, Ph=4.56
ORP: 804mV, 20.69 C, TDS=502.15, Ph=4.83
ORP: 804mV, 20.69 C, TDS=456.05, Ph=4.35
ORP: 805mV, 20.69 C, TDS=480.83, Ph=4.59
ORP: 805mV, 20.69 C, TDS=508.67, Ph=4.90
ORP: 806mV, 20.69 C, TDS=454.02, Ph=4.31
ORP: 804mV, 20.69 C, TDS=485.04, Ph=4.62
ORP: 805mV, 20.69 C, TDS=454.02, Ph=4.30
ORP: 806mV, 20.69 C, TDS=456.05, Ph=4.34
ORP: 806mV, 20.69 C, TDS=478.73, Ph=4.51
ORP: 806mV, 20.69 C, TDS=454.02, Ph=4.32
ORP: 810mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 809mV, 20.69 C, TDS=476.64, Ph=4.52
ORP: 809mV, 20.69 C, TDS=456.05, Ph=4.32
ORP: 812mV, 20.69 C, TDS=478.73, Ph=4.57
ORP: 813mV, 20.69 C, TDS=452.00, Ph=4.31
ORP: 813mV, 20.75 C, TDS=443.97, Ph=4.21
ORP: 813mV, 20.69 C, TDS=472.47, Ph=4.48
ORP: 810mV, 20.69 C, TDS=458.08, Ph=4.33
ORP: 810mV, 20.69 C, TDS=441.98, Ph=4.19
ORP: 810mV, 20.69 C, TDS=480.83, Ph=4.61
ORP: 807mV, 20.69 C, TDS=449.99, Ph=4.29
ORP: 807mV, 20.69 C, TDS=443.97, Ph=4.20
ORP: 808mV, 20.69 C, TDS=470.40, Ph=4.47
ORP: 807mV, 20.69 C, TDS=449.99, Ph=4.28
ORP: 808mV, 20.69 C, TDS=452.00, Ph=4.31
ORP: 808mV, 20.69 C, TDS=480.83, Ph=4.57
ORP: 808mV, 20.69 C, TDS=447.98, Ph=4.25
ORP: 806mV, 20.69 C, TDS=472.47, Ph=4.50
ORP: 807mV, 20.69 C, TDS=489.28, Ph=4.67
ORP: 806mV, 20.69 C, TDS=460.12, Ph=4.39
ORP: 809mV, 20.69 C, TDS=480.83, Ph=4.55
ORP: 810mV, 20.69 C, TDS=464.22, Ph=4.38
ORP: 810mV, 20.69 C, TDS=454.02, Ph=4.34
ORP: 813mV, 20.69 C, TDS=478.73, Ph=4.59
ORP: 815mV, 20.69 C, TDS=449.99, Ph=4.29
ORP: 814mV, 20.69 C, TDS=454.02, Ph=4.33
ORP: 814mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 815mV, 20.69 C, TDS=449.99, Ph=4.29
ORP: 815mV, 20.69 C, TDS=441.98, Ph=4.19
ORP: 815mV, 20.69 C, TDS=482.93, Ph=4.61
ORP: 810mV, 20.69 C, TDS=449.99, Ph=4.26
ORP: 811mV, 20.69 C, TDS=458.08, Ph=4.38
ORP: 811mV, 20.69 C, TDS=480.83, Ph=4.57
ORP: 806mV, 20.69 C, TDS=454.02, Ph=4.31
ORP: 808mV, 20.69 C, TDS=458.08, Ph=4.37
ORP: 808mV, 20.69 C, TDS=493.54, Ph=4.70
ORP: 808mV, 20.69 C, TDS=449.99, Ph=4.28
ORP: 807mV, 20.69 C, TDS=439.99, Ph=4.15
ORP: 808mV, 20.69 C, TDS=474.55, Ph=4.52
ORP: 808mV, 20.69 C, TDS=456.05, Ph=4.35
ORP: 806mV, 20.69 C, TDS=436.02, Ph=4.13
ORP: 806mV, 20.69 C, TDS=476.64, Ph=4.59
ORP: 806mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 806mV, 20.69 C, TDS=478.73, Ph=4.59
ORP: 806mV, 20.69 C, TDS=491.41, Ph=4.69
ORP: 806mV, 20.69 C, TDS=454.02, Ph=4.31
ORP: 805mV, 20.69 C, TDS=478.73, Ph=4.53
ORP: 806mV, 20.69 C, TDS=478.73, Ph=4.53
ORP: 806mV, 20.69 C, TDS=449.99, Ph=4.24
ORP: 806mV, 20.62 C, TDS=476.64, Ph=4.53
ORP: 809mV, 20.69 C, TDS=491.41, Ph=4.71
ORP: 810mV, 20.69 C, TDS=454.02, Ph=4.33
ORP: 811mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 816mV, 20.69 C, TDS=452.00, Ph=4.29
ORP: 815mV, 20.69 C, TDS=449.99, Ph=4.30
ORP: 815mV, 20.69 C, TDS=480.83, Ph=4.61
ORP: 819mV, 20.69 C, TDS=493.54, Ph=4.74
ORP: 821mV, 20.69 C, TDS=456.05, Ph=4.34
ORP: 820mV, 20.69 C, TDS=478.73, Ph=4.56
ORP: 825mV, 20.69 C, TDS=506.49, Ph=4.86
ORP: 822mV, 20.69 C, TDS=452.00, Ph=4.31
ORP: 821mV, 20.69 C, TDS=482.93, Ph=4.58
ORP: 824mV, 20.69 C, TDS=491.41, Ph=4.71
ORP: 819mV, 20.69 C, TDS=456.05, Ph=4.35
ORP: 817mV, 20.69 C, TDS=482.93, Ph=4.60
ORP: 823mV, 20.69 C, TDS=470.40, Ph=4.49
ORP: 819mV, 20.69 C, TDS=452.00, Ph=4.32
ORP: 818mV, 20.69 C, TDS=474.55, Ph=4.56
ORP: 824mV, 20.69 C, TDS=487.15, Ph=4.69
ORP: 819mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 823mV, 20.69 C, TDS=480.83, Ph=4.56
ORP: 826mV, 20.69 C, TDS=456.05, Ph=4.33
ORP: 823mV, 20.69 C, TDS=458.08, Ph=4.36
ORP: 826mV, 20.69 C, TDS=478.73, Ph=4.57
ORP: 830mV, 20.69 C, TDS=452.00, Ph=4.22
ORP: 826mV, 20.69 C, TDS=449.99, Ph=4.28
ORP: 829mV, 20.69 C, TDS=470.40, Ph=4.49
ORP: 830mV, 20.69 C, TDS=452.00, Ph=4.31
ORP: 825mV, 20.69 C, TDS=454.02, Ph=4.34
ORP: 829mV, 20.69 C, TDS=480.83, Ph=4.62
ORP: 827mV, 20.69 C, TDS=447.98, Ph=4.26
ORP: 825mV, 20.69 C, TDS=441.98, Ph=4.17
ORP: 829mV, 20.69 C, TDS=476.64, Ph=4.53
ORP: 827mV, 20.69 C, TDS=462.17, Ph=4.32
ORP: 822mV, 20.69 C, TDS=445.97, Ph=4.19
ORP: 826mV, 20.69 C, TDS=482.93, Ph=4.59
ORP: 827mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 823mV, 20.69 C, TDS=458.08, Ph=4.37
ORP: 828mV, 20.69 C, TDS=478.73, Ph=4.57
ORP: 830mV, 20.69 C, TDS=452.00, Ph=4.32
ORP: 826mV, 20.69 C, TDS=445.97, Ph=4.22
ORP: 830mV, 20.69 C, TDS=472.47, Ph=4.51
ORP: 829mV, 20.69 C, TDS=502.15, Ph=4.84
ORP: 824mV, 20.69 C, TDS=454.02, Ph=4.31
ORP: 828mV, 20.69 C, TDS=478.73, Ph=4.54
ORP: 827mV, 20.69 C, TDS=487.15, Ph=4.62
ORP: 823mV, 20.69 C, TDS=456.05, Ph=4.35
ORP: 826mV, 20.69 C, TDS=476.64, Ph=4.55
ORP: 828mV, 20.69 C, TDS=497.83, Ph=4.81
ORP: 823mV, 20.69 C, TDS=452.00, Ph=4.32
ORP: 827mV, 20.69 C, TDS=478.73, Ph=4.58
ORP: 826mV, 20.69 C, TDS=472.47, Ph=4.49
ORP: 823mV, 20.69 C, TDS=445.97, Ph=4.22
ORP: 828mV, 20.69 C, TDS=485.04, Ph=4.64
ORP: 829mV, 20.69 C, TDS=460.12, Ph=4.35
ORP: 824mV, 20.69 C, TDS=460.12, Ph=4.39
ORP: 827mV, 20.69 C, TDS=474.55, Ph=4.50
ORP: 828mV, 20.69 C, TDS=502.15, Ph=4.80
ORP: 822mV, 20.69 C, TDS=454.02, Ph=4.32
ORP: 825mV, 20.69 C, TDS=472.47, Ph=4.54
ORP: 826mV, 20.69 C, TDS=472.47, Ph=4.52
ORP: 823mV, 20.69 C, TDS=454.02, Ph=4.34
ORP: 827mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 826mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 821mV, 20.69 C, TDS=456.05, Ph=4.30
ORP: 824mV, 20.69 C, TDS=482.93, Ph=4.60
ORP: 824mV, 20.69 C, TDS=476.64, Ph=4.51
ORP: 823mV, 20.69 C, TDS=447.98, Ph=4.24
ORP: 827mV, 20.69 C, TDS=472.47, Ph=4.50
ORP: 826mV, 20.69 C, TDS=472.47, Ph=4.53
ORP: 826mV, 20.69 C, TDS=447.98, Ph=4.26
ORP: 829mV, 20.69 C, TDS=485.04, Ph=4.64
ORP: 828mV, 20.69 C, TDS=472.47, Ph=4.47
ORP: 826mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 830mV, 20.69 C, TDS=478.73, Ph=4.55
ORP: 830mV, 20.69 C, TDS=470.40, Ph=4.47
ORP: 825mV, 20.69 C, TDS=447.98, Ph=4.24
ORP: 829mV, 20.69 C, TDS=485.04, Ph=4.65
ORP: 827mV, 20.69 C, TDS=489.28, Ph=4.69
ORP: 822mV, 20.69 C, TDS=452.00, Ph=4.32
ORP: 827mV, 20.69 C, TDS=476.64, Ph=4.56
ORP: 826mV, 20.69 C, TDS=506.49, Ph=4.90
ORP: 822mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 826mV, 20.69 C, TDS=476.64, Ph=4.56
ORP: 825mV, 20.69 C, TDS=462.17, Ph=4.34
ORP: 821mV, 20.69 C, TDS=449.99, Ph=4.27
ORP: 826mV, 20.69 C, TDS=478.73, Ph=4.56
ORP: 825mV, 20.69 C, TDS=502.15, Ph=4.80
ORP: 821mV, 20.69 C, TDS=454.02, Ph=4.29
ORP: 824mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 825mV, 20.69 C, TDS=474.55, Ph=4.50
ORP: 822mV, 20.69 C, TDS=456.05, Ph=4.34
ORP: 826mV, 20.69 C, TDS=472.47, Ph=4.53
ORP: 826mV, 20.69 C, TDS=493.54, Ph=4.73
ORP: 822mV, 20.69 C, TDS=460.12, Ph=4.39
ORP: 825mV, 20.69 C, TDS=480.83, Ph=4.60
ORP: 827mV, 20.69 C, TDS=476.64, Ph=4.55
ORP: 823mV, 20.69 C, TDS=452.00, Ph=4.30
ORP: 824mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 826mV, 20.69 C, TDS=489.28, Ph=4.67
ORP: 821mV, 20.69 C, TDS=452.00, Ph=4.26
ORP: 822mV, 20.69 C, TDS=439.99, Ph=4.16
ORP: 821mV, 20.69 C, TDS=472.47, Ph=4.46
ORP: 818mV, 20.69 C, TDS=460.12, Ph=4.37
ORP: 818mV, 20.69 C, TDS=436.02, Ph=4.10
ORP: 818mV, 20.69 C, TDS=478.73, Ph=4.55
ORP: 816mV, 20.69 C, TDS=443.97, Ph=4.20
ORP: 817mV, 20.69 C, TDS=447.98, Ph=4.25
ORP: 818mV, 20.69 C, TDS=468.33, Ph=4.44
ORP: 818mV, 20.69 C, TDS=504.31, Ph=4.88
ORP: 819mV, 20.69 C, TDS=458.08, Ph=4.37
ORP: 814mV, 20.69 C, TDS=474.55, Ph=4.57
ORP: 815mV, 20.69 C, TDS=482.93, Ph=4.61
ORP: 815mV, 20.69 C, TDS=452.00, Ph=4.29
ORP: 814mV, 20.69 C, TDS=470.40, Ph=4.51
ORP: 815mV, 20.69 C, TDS=478.73, Ph=4.54
ORP: 814mV, 20.69 C, TDS=447.98, Ph=4.22
ORP: 813mV, 20.69 C, TDS=478.73, Ph=4.60
ORP: 815mV, 20.69 C, TDS=482.93, Ph=4.59
ORP: 814mV, 20.69 C, TDS=460.12, Ph=4.39
ORP: 811mV, 20.69 C, TDS=443.97, Ph=4.20
ORP: 813mV, 20.69 C, TDS=476.64, Ph=4.52
ORP: 813mV, 20.69 C, TDS=454.02, Ph=4.33
ORP: 809mV, 20.69 C, TDS=460.12, Ph=4.38
ORP: 809mV, 20.69 C, TDS=472.47, Ph=4.49
ORP: 810mV, 20.69 C, TDS=452.00, Ph=4.32
ORP: 807mV, 20.69 C, TDS=439.99, Ph=4.17
ORP: 808mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 807mV, 20.69 C, TDS=445.97, Ph=4.21
ORP: 803mV, 20.69 C, TDS=458.08, Ph=4.35
ORP: 802mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 806mV, 20.69 C, TDS=464.22, Ph=4.35
ORP: 802mV, 20.69 C, TDS=447.98, Ph=4.24
ORP: 802mV, 20.69 C, TDS=476.64, Ph=4.53
ORP: 804mV, 20.69 C, TDS=502.15, Ph=4.80
ORP: 801mV, 20.69 C, TDS=456.05, Ph=4.34
ORP: 800mV, 20.69 C, TDS=476.64, Ph=4.54
ORP: 803mV, 20.69 C, TDS=491.41, Ph=4.72
ORP: 802mV, 20.69 C, TDS=452.00, Ph=4.32
ORP: 801mV, 20.69 C, TDS=485.04, Ph=4.65
ORP: 806mV, 20.69 C, TDS=468.33, Ph=4.46
ORP: 805mV, 20.69 C, TDS=456.05, Ph=4.35
ORP: 800mV, 20.69 C, TDS=474.55, Ph=4.55
ORP: 804mV, 20.69 C, TDS=491.41, Ph=4.70
ORP: 804mV, 20.69 C, TDS=456.05, Ph=4.34
ORP: 800mV, 20.69 C, TDS=462.17, Ph=4.41
ORP: 803mV, 20.69 C, TDS=485.04, Ph=4.61
ORP: 803mV, 20.69 C, TDS=456.05, Ph=4.32
ORP: 799mV, 20.69 C, TDS=443.97, Ph=4.18
ORP: 800mV, 20.69 C, TDS=474.55, Ph=4.52
ORP: 804mV, 20.69 C, TDS=502.15, Ph=4.81
ORP: 805mV, 20.69 C, TDS=458.08, Ph=4.38
ORP: 805mV, 20.69 C, TDS=472.47, Ph=4.51
ORP: 808mV, 20.69 C, TDS=489.28, Ph=4.70
ORP: 806mV, 20.69 C, TDS=452.00, Ph=4.29
ORP: 801mV, 20.69 C, TDS=476.64, Ph=4.61
ORP: 805mV, 20.69 C, TDS=474.55, Ph=4.51
ORP: 807mV, 20.69 C, TDS=458.08, Ph=4.38
ORP: 805mV, 20.69 C, TDS=439.99, Ph=4.15
ORP: 808mV, 20.69 C, TDS=480.83, Ph=4.59
ORP: 812mV, 20.69 C, TDS=458.08, Ph=4.34
ORP: 807mV, 20.69 C, TDS=449.99, Ph=4.26
ORP: 811mV, 20.69 C, TDS=470.40, Ph=4.45
ORP: 818mV, 20.69 C, TDS=458.08, Ph=4.37
ORP: 813mV, 20.69 C, TDS=441.98, Ph=4.17
ORP: 817mV, 20.69 C, TDS=472.47, Ph=4.49
ORP: 820mV, 20.69 C, TDS=447.98, Ph=4.25
ORP: 817mV, 20.69 C, TDS=443.97, Ph=4.24
ORP: 815mV, 20.69 C, TDS=464.22, Ph=4.47
ORP: 821mV, 20.69 C, TDS=491.41, Ph=4.70
ORP: 816mV, 20.69 C, TDS=454.02, Ph=4.32
ORP: 810mV, 20.69 C, TDS=480.83, Ph=4.59
ORP: 815mV, 20.69 C, TDS=491.41, Ph=4.67
ORP: 812mV, 20.69 C, TDS=458.08, Ph=4.35
ORP: 810mV, 20.69 C, TDS=441.98, Ph=4.16
ORP: 813mV, 20.69 C, TDS=480.83, Ph=4.57
ORP: 812mV, 20.69 C, TDS=452.00, Ph=4.24
ORP: 808mV, 20.69 C, TDS=445.97, Ph=4.22
ORP: 812mV, 20.69 C, TDS=472.47, Ph=4.48
ORP: 813mV, 20.69 C, TDS=474.55, Ph=4.55
ORP: 808mV, 20.69 C, TDS=449.99, Ph=4.30
ORP: 812mV, 20.69 C, TDS=480.83, Ph=4.60
ORP: 817mV, 20.69 C, TDS=497.83, Ph=4.77
ORP: 813mV, 20.69 C, TDS=452.00, Ph=4.31
ORP: 818mV, 20.69 C, TDS=474.55, Ph=4.53
ORP: 823mV, 20.69 C, TDS=476.64, Ph=4.51
ORP: 820mV, 20.69 C, TDS=452.00, Ph=4.29
ORP: 819mV, 20.69 C, TDS=439.99, Ph=4.14
ORP: 823mV, 20.69 C, TDS=472.47, Ph=4.49
ORP: 819mV, 20.69 C, TDS=458.08, Ph=4.34
ORP: 815mV, 20.69 C, TDS=447.98, Ph=4.24
ORP: 819mV, 20.69 C, TDS=482.93, Ph=4.61
ORP: 820mV, 20.69 C, TDS=447.98, Ph=4.25
ORP: 817mV, 20.69 C, TDS=441.98, Ph=4.19
ORP: 820mV, 20.69 C, TDS=474.55, Ph=4.54
ORP: 824mV, 20.69 C, TDS=460.12, Ph=4.34
ORP: 820mV, 20.69 C, TDS=441.98, Ph=4.19
ORP: 811mV, 20.69 C, TDS=476.64, Ph=4.60
ORP: 814mV, 20.69 C, TDS=476.64, Ph=4.53
ORP: 811mV, 20.69 C, TDS=452.00, Ph=4.28
ORP: 804mV, 20.69 C, TDS=460.12, Ph=4.36
ORP: 808mV, 20.69 C, TDS=480.83, Ph=4.60
ORP: 804mV, 20.69 C, TDS=452.00, Ph=4.29
ORP: 798mV, 20.75 C, TDS=441.98, Ph=4.20
ORP: 803mV, 20.69 C, TDS=472.47, Ph=4.51
ORP: 803mV, 20.69 C, TDS=456.05, Ph=4.31
ORP: 798mV, 20.69 C, TDS=447.98, Ph=4.23
ORP: 801mV, 20.69 C, TDS=478.73, Ph=4.55
ORP: 809mV, 20.69 C, TDS=491.41, Ph=4.69
