ORP: 1149mV, 20.75 C, TDS=493.54, Ph=4.51
ORP: 769mV, 20.75 C, TDS=537.65, Ph=4.92
ORP: 768mV, 20.75 C, TDS=506.49, Ph=4.86
ORP: 767mV, 20.75 C, TDS=524.13, Ph=4.50
ORP: 767mV, 20.75 C, TDS=441.98, Ph=4.44
ORP: 767mV, 20.81 C, TDS=464.22, Ph=4.45
ORP: 767mV, 20.75 C, TDS=447.98, Ph=4.38
ORP: 762mV, 20.75 C, TDS=485.04, Ph=4.56
ORP: 762mV, 20.75 C, TDS=426.21, Ph=4.06
ORP: 763mV, 20.75 C, TDS=462.17, Ph=4.34
ORP: 762mV, 20.75 C, TDS=487.15, Ph=4.69
ORP: 762mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 762mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 762mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 762mV, 20.81 C, TDS=460.12, Ph=4.36
ORP: 762mV, 20.75 C, TDS=502.15, Ph=4.81
ORP: 762mV, 20.75 C, TDS=489.28, Ph=4.73
ORP: 761mV, 20.75 C, TDS=420.37, Ph=4.43
ORP: 759mV, 20.75 C, TDS=487.15, Ph=4.58
ORP: 760mV, 20.75 C, TDS=468.33, Ph=4.51
ORP: 761mV, 20.75 C, TDS=476.64, Ph=4.43
ORP: 756mV, 20.81 C, TDS=502.15, Ph=4.92
ORP: 760mV, 20.81 C, TDS=458.08, Ph=4.38
ORP: 760mV, 20.81 C, TDS=468.33, Ph=4.47
ORP: 755mV, 20.75 C, TDS=491.41, Ph=4.76
ORP: 758mV, 20.75 C, TDS=454.02, Ph=4.38
ORP: 754mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 750mV, 20.75 C, TDS=449.99, Ph=4.30
ORP: 754mV, 20.75 C, TDS=447.98, Ph=4.26
ORP: 750mV, 20.75 C, TDS=485.04, Ph=4.79
ORP: 748mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 751mV, 20.75 C, TDS=480.83, Ph=4.36
ORP: 748mV, 20.75 C, TDS=485.04, Ph=4.81
ORP: 754mV, 20.75 C, TDS=460.12, Ph=4.63
ORP: 758mV, 20.75 C, TDS=456.05, Ph=4.28
ORP: 754mV, 20.81 C, TDS=495.68, Ph=4.73
ORP: 758mV, 20.75 C, TDS=464.22, Ph=4.46
ORP: 762mV, 20.81 C, TDS=468.33, Ph=4.42
ORP: 759mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 763mV, 20.75 C, TDS=454.02, Ph=4.33
ORP: 762mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 757mV, 20.75 C, TDS=491.41, Ph=4.71
ORP: 763mV, 20.75 C, TDS=460.12, Ph=4.38
ORP: 764mV, 20.75 C, TDS=445.97, Ph=4.30
ORP: 760mV, 20.75 C, TDS=491.41, Ph=4.71
ORP: 765mV, 20.75 C, TDS=472.47, Ph=4.41
ORP: 764mV, 20.75 C, TDS=495.68, Ph=4.84
ORP: 766mV, 20.75 C, TDS=499.98, Ph=4.77
ORP: 769mV, 20.75 C, TDS=454.02, Ph=4.35
ORP: 769mV, 20.75 C, TDS=468.33, Ph=4.40
ORP: 767mV, 20.75 C, TDS=482.93, Ph=4.71
ORP: 767mV, 20.75 C, TDS=454.02, Ph=4.41
ORP: 767mV, 20.75 C, TDS=472.47, Ph=4.39
ORP: 767mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 762mV, 20.75 C, TDS=456.05, Ph=4.38
ORP: 762mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 760mV, 20.75 C, TDS=495.68, Ph=4.74
ORP: 755mV, 20.75 C, TDS=464.22, Ph=4.48
ORP: 757mV, 20.75 C, TDS=464.22, Ph=4.42
ORP: 755mV, 20.75 C, TDS=482.93, Ph=4.67
ORP: 751mV, 20.75 C, TDS=468.33, Ph=4.23
ORP: 755mV, 20.75 C, TDS=447.98, Ph=4.30
ORP: 755mV, 20.75 C, TDS=499.98, Ph=4.79
ORP: 750mV, 20.75 C, TDS=506.49, Ph=4.82
ORP: 750mV, 20.75 C, TDS=464.22, Ph=4.55
ORP: 750mV, 20.75 C, TDS=456.05, Ph=4.32
ORP: 750mV, 20.75 C, TDS=482.93, Ph=4.76
ORP: 749mV, 20.75 C, TDS=480.83, Ph=4.60
ORP: 748mV, 20.75 C, TDS=476.64, Ph=4.45
ORP: 751mV, 20.75 C, TDS=491.41, Ph=4.72
ORP: 752mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 748mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 751mV, 20.75 C, TDS=456.05, Ph=4.39
ORP: 744mV, 20.75 C, TDS=502.15, Ph=4.75
ORP: 740mV, 20.75 C, TDS=454.02, Ph=4.35
ORP: 744mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 744mV, 20.75 C, TDS=485.04, Ph=4.63
ORP: 741mV, 20.75 C, TDS=487.15, Ph=4.68
ORP: 740mV, 20.75 C, TDS=458.08, Ph=4.39
ORP: 739mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 736mV, 20.75 C, TDS=487.15, Ph=4.73
ORP: 736mV, 20.75 C, TDS=462.17, Ph=4.45
ORP: 736mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 733mV, 20.75 C, TDS=489.28, Ph=4.72
ORP: 733mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 732mV, 20.75 C, TDS=458.08, Ph=4.29
ORP: 728mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 727mV, 20.75 C, TDS=480.83, Ph=4.72
ORP: 729mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 726mV, 20.75 C, TDS=478.73, Ph=4.62
ORP: 728mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 730mV, 20.75 C, TDS=458.08, Ph=4.34
ORP: 731mV, 20.75 C, TDS=499.98, Ph=4.80
ORP: 730mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 735mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 734mV, 20.75 C, TDS=497.83, Ph=4.79
ORP: 735mV, 20.75 C, TDS=493.54, Ph=4.81
ORP: 740mV, 20.75 C, TDS=456.05, Ph=4.37
ORP: 739mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 742mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 747mV, 20.75 C, TDS=458.08, Ph=4.39
ORP: 747mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 744mV, 20.75 C, TDS=487.15, Ph=4.66
ORP: 745mV, 20.75 C, TDS=454.02, Ph=4.34
ORP: 748mV, 20.75 C, TDS=456.05, Ph=4.36
ORP: 745mV, 20.75 C, TDS=485.04, Ph=4.71
ORP: 748mV, 20.75 C, TDS=456.05, Ph=4.38
ORP: 752mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 748mV, 20.81 C, TDS=495.68, Ph=4.77
ORP: 743mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 746mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 748mV, 20.75 C, TDS=480.83, Ph=4.64
ORP: 744mV, 20.75 C, TDS=454.02, Ph=4.34
ORP: 750mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 748mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 743mV, 20.75 C, TDS=474.55, Ph=4.55
ORP: 743mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 741mV, 20.75 C, TDS=480.83, Ph=4.64
ORP: 741mV, 20.75 C, TDS=476.64, Ph=4.57
ORP: 741mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 738mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 739mV, 20.75 C, TDS=456.05, Ph=4.36
ORP: 737mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 736mV, 20.75 C, TDS=474.55, Ph=4.58
ORP: 736mV, 20.75 C, TDS=470.40, Ph=4.52
ORP: 737mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 736mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 736mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 735mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 732mV, 20.75 C, TDS=482.93, Ph=4.68
ORP: 731mV, 20.75 C, TDS=454.02, Ph=4.36
ORP: 733mV, 20.75 C, TDS=452.00, Ph=4.28
ORP: 730mV, 20.75 C, TDS=485.04, Ph=4.75
ORP: 731mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 730mV, 20.75 C, TDS=460.12, Ph=4.41
ORP: 727mV, 20.75 C, TDS=487.15, Ph=4.59
ORP: 731mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 728mV, 20.75 C, TDS=493.54, Ph=4.74
ORP: 725mV, 20.81 C, TDS=454.02, Ph=4.31
ORP: 728mV, 20.75 C, TDS=454.02, Ph=4.30
ORP: 724mV, 20.81 C, TDS=478.73, Ph=4.64
ORP: 720mV, 20.75 C, TDS=447.98, Ph=4.33
ORP: 724mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 724mV, 20.75 C, TDS=482.93, Ph=4.69
ORP: 725mV, 20.75 C, TDS=468.33, Ph=4.46
ORP: 728mV, 20.75 C, TDS=476.64, Ph=4.56
ORP: 727mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 727mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 729mV, 20.75 C, TDS=489.28, Ph=4.75
ORP: 732mV, 20.75 C, TDS=472.47, Ph=4.46
ORP: 733mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 731mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 735mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 731mV, 20.75 C, TDS=476.64, Ph=4.61
ORP: 737mV, 20.75 C, TDS=466.27, Ph=4.46
ORP: 741mV, 20.75 C, TDS=495.68, Ph=4.80
ORP: 739mV, 20.75 C, TDS=487.15, Ph=4.73
ORP: 745mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 746mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 747mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 752mV, 20.75 C, TDS=504.31, Ph=4.85
ORP: 752mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 752mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 752mV, 20.75 C, TDS=487.15, Ph=4.73
ORP: 754mV, 20.81 C, TDS=470.40, Ph=4.49
ORP: 754mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 755mV, 20.75 C, TDS=487.15, Ph=4.68
ORP: 760mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 756mV, 20.75 C, TDS=485.04, Ph=4.69
ORP: 759mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 763mV, 20.75 C, TDS=508.67, Ph=4.88
ORP: 759mV, 20.75 C, TDS=491.41, Ph=4.74
ORP: 762mV, 20.75 C, TDS=474.55, Ph=4.49
ORP: 763mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 760mV, 20.75 C, TDS=474.55, Ph=4.56
ORP: 763mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 760mV, 20.75 C, TDS=487.15, Ph=4.73
ORP: 762mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 766mV, 20.75 C, TDS=480.83, Ph=4.61
ORP: 762mV, 20.75 C, TDS=456.05, Ph=4.33
ORP: 765mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 767mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 762mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 767mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 762mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 760mV, 20.75 C, TDS=464.22, Ph=4.43
ORP: 764mV, 20.75 C, TDS=476.64, Ph=4.56
ORP: 760mV, 20.75 C, TDS=480.83, Ph=4.66
ORP: 764mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 766mV, 20.75 C, TDS=493.54, Ph=4.73
ORP: 762mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 766mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 766mV, 20.75 C, TDS=487.15, Ph=4.65
ORP: 766mV, 20.75 C, TDS=480.83, Ph=4.61
ORP: 766mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 766mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 765mV, 20.75 C, TDS=482.93, Ph=4.68
ORP: 764mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 762mV, 20.75 C, TDS=482.93, Ph=4.67
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 758mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 760mV, 20.75 C, TDS=480.83, Ph=4.64
ORP: 757mV, 20.75 C, TDS=464.22, Ph=4.46
ORP: 761mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 759mV, 20.75 C, TDS=491.41, Ph=4.74
ORP: 757mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 761mV, 20.75 C, TDS=506.49, Ph=4.89
ORP: 756mV, 20.75 C, TDS=489.28, Ph=4.77
ORP: 758mV, 20.75 C, TDS=468.33, Ph=4.51
ORP: 760mV, 20.75 C, TDS=480.83, Ph=4.59
ORP: 755mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 760mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 760mV, 20.75 C, TDS=458.08, Ph=4.34
ORP: 757mV, 20.75 C, TDS=478.73, Ph=4.61
ORP: 757mV, 20.75 C, TDS=466.27, Ph=4.50
ORP: 757mV, 20.75 C, TDS=454.02, Ph=4.30
ORP: 759mV, 20.75 C, TDS=482.93, Ph=4.67
ORP: 755mV, 20.75 C, TDS=449.99, Ph=4.29
ORP: 755mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 760mV, 20.75 C, TDS=491.41, Ph=4.67
ORP: 755mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 757mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 761mV, 20.75 C, TDS=502.15, Ph=4.81
ORP: 756mV, 20.75 C, TDS=482.93, Ph=4.67
ORP: 760mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 761mV, 20.75 C, TDS=474.55, Ph=4.54
ORP: 758mV, 20.75 C, TDS=482.93, Ph=4.69
ORP: 761mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 760mV, 20.75 C, TDS=508.67, Ph=4.91
ORP: 756mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 761mV, 20.75 C, TDS=472.47, Ph=4.45
ORP: 761mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 757mV, 20.75 C, TDS=485.04, Ph=4.69
ORP: 762mV, 20.75 C, TDS=454.02, Ph=4.34
ORP: 762mV, 20.75 C, TDS=458.08, Ph=4.38
ORP: 758mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 764mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 764mV, 20.75 C, TDS=502.15, Ph=4.85
ORP: 766mV, 20.75 C, TDS=499.98, Ph=4.84
ORP: 769mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 770mV, 20.75 C, TDS=485.04, Ph=4.60
ORP: 770mV, 20.75 C, TDS=478.73, Ph=4.61
ORP: 774mV, 20.75 C, TDS=460.12, Ph=4.41
ORP: 774mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 772mV, 20.75 C, TDS=489.28, Ph=4.75
ORP: 770mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 771mV, 20.75 C, TDS=458.08, Ph=4.35
ORP: 773mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 771mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 772mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 774mV, 20.75 C, TDS=485.04, Ph=4.66
ORP: 769mV, 20.75 C, TDS=447.98, Ph=4.26
ORP: 768mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 769mV, 20.75 C, TDS=485.04, Ph=4.69
ORP: 769mV, 20.75 C, TDS=470.40, Ph=4.54
ORP: 769mV, 20.75 C, TDS=458.08, Ph=4.35
ORP: 767mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 767mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 766mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 764mV, 20.75 C, TDS=480.83, Ph=4.63
ORP: 764mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 765mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 764mV, 20.81 C, TDS=478.73, Ph=4.60
ORP: 764mV, 20.75 C, TDS=445.97, Ph=4.22
ORP: 765mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 764mV, 20.75 C, TDS=480.83, Ph=4.72
ORP: 763mV, 20.75 C, TDS=443.97, Ph=4.25
ORP: 764mV, 20.75 C, TDS=470.40, Ph=4.42
ORP: 760mV, 20.75 C, TDS=493.54, Ph=4.76
ORP: 759mV, 20.75 C, TDS=449.99, Ph=4.63
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.38
ORP: 757mV, 20.75 C, TDS=493.54, Ph=4.77
ORP: 757mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 756mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 756mV, 20.75 C, TDS=499.98, Ph=4.76
ORP: 756mV, 20.75 C, TDS=478.73, Ph=4.70
ORP: 755mV, 20.75 C, TDS=476.64, Ph=4.51
ORP: 755mV, 20.75 C, TDS=497.83, Ph=4.76
ORP: 753mV, 20.75 C, TDS=491.41, Ph=4.80
ORP: 755mV, 20.75 C, TDS=464.22, Ph=4.50
ORP: 754mV, 20.75 C, TDS=487.15, Ph=4.68
ORP: 753mV, 20.75 C, TDS=458.08, Ph=4.65
ORP: 753mV, 20.75 C, TDS=406.93, Ph=4.14
ORP: 748mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 749mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 752mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 747mV, 20.75 C, TDS=497.83, Ph=4.79
ORP: 747mV, 20.75 C, TDS=470.40, Ph=4.53
ORP: 750mV, 20.75 C, TDS=482.93, Ph=4.51
ORP: 747mV, 20.75 C, TDS=493.54, Ph=4.71
ORP: 745mV, 20.75 C, TDS=466.27, Ph=4.39
ORP: 749mV, 20.75 C, TDS=460.12, Ph=4.34
ORP: 746mV, 20.75 C, TDS=495.68, Ph=4.77
ORP: 748mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 753mV, 20.75 C, TDS=482.93, Ph=4.61
ORP: 749mV, 20.75 C, TDS=506.49, Ph=4.67
ORP: 754mV, 20.75 C, TDS=570.26, Ph=4.62
ORP: 753mV, 20.75 C, TDS=513.05, Ph=4.41
ORP: 750mV, 20.81 C, TDS=428.16, Ph=4.16
ORP: 752mV, 20.75 C, TDS=432.08, Ph=4.08
ORP: 751mV, 20.81 C, TDS=466.27, Ph=4.45
ORP: 749mV, 20.81 C, TDS=470.40, Ph=4.38
ORP: 752mV, 20.75 C, TDS=510.86, Ph=4.95
ORP: 753mV, 20.75 C, TDS=499.98, Ph=4.81
ORP: 753mV, 20.75 C, TDS=445.97, Ph=4.40
ORP: 755mV, 20.75 C, TDS=460.12, Ph=4.38
ORP: 755mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 756mV, 20.75 C, TDS=472.47, Ph=4.44
ORP: 760mV, 20.75 C, TDS=480.83, Ph=4.68
ORP: 760mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 759mV, 20.75 C, TDS=472.47, Ph=4.42
ORP: 758mV, 20.75 C, TDS=478.73, Ph=4.60
ORP: 761mV, 20.75 C, TDS=470.40, Ph=4.29
ORP: 760mV, 20.75 C, TDS=504.31, Ph=4.83
ORP: 756mV, 20.75 C, TDS=504.31, Ph=4.84
ORP: 759mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 756mV, 20.75 C, TDS=456.05, Ph=4.28
ORP: 760mV, 20.81 C, TDS=462.17, Ph=4.39
ORP: 756mV, 20.75 C, TDS=487.15, Ph=4.72
ORP: 757mV, 20.75 C, TDS=466.27, Ph=4.50
ORP: 761mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 757mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 762mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 763mV, 20.75 C, TDS=485.04, Ph=4.70
ORP: 765mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 770mV, 20.75 C, TDS=480.83, Ph=4.57
ORP: 770mV, 20.75 C, TDS=489.28, Ph=4.68
ORP: 770mV, 20.75 C, TDS=474.55, Ph=4.48
ORP: 769mV, 20.75 C, TDS=493.54, Ph=4.72
ORP: 773mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 769mV, 20.75 C, TDS=474.55, Ph=4.58
ORP: 774mV, 20.75 C, TDS=449.99, Ph=4.36
ORP: 775mV, 20.81 C, TDS=472.47, Ph=4.50
ORP: 770mV, 20.75 C, TDS=462.17, Ph=4.46
ORP: 775mV, 20.75 C, TDS=367.84, Ph=4.44
ORP: 771mV, 20.75 C, TDS=391.83, Ph=3.93
ORP: 775mV, 20.81 C, TDS=439.99, Ph=3.81
ORP: 775mV, 20.75 C, TDS=526.36, Ph=4.90
ORP: 776mV, 20.75 C, TDS=493.54, Ph=4.58
ORP: 776mV, 20.75 C, TDS=508.67, Ph=4.80
ORP: 776mV, 20.75 C, TDS=470.40, Ph=4.42
ORP: 775mV, 20.75 C, TDS=519.68, Ph=4.92
ORP: 774mV, 20.75 C, TDS=504.31, Ph=4.75
ORP: 773mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 770mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 774mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 771mV, 20.81 C, TDS=480.83, Ph=4.63
ORP: 769mV, 20.75 C, TDS=472.47, Ph=4.53
ORP: 773mV, 20.75 C, TDS=510.86, Ph=4.88
ORP: 769mV, 20.75 C, TDS=502.15, Ph=4.88
ORP: 773mV, 20.75 C, TDS=468.33, Ph=4.39
ORP: 768mV, 20.75 C, TDS=497.83, Ph=4.77
ORP: 770mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 774mV, 20.75 C, TDS=487.15, Ph=4.62
ORP: 771mV, 20.81 C, TDS=474.55, Ph=4.51
ORP: 772mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 771mV, 20.75 C, TDS=476.64, Ph=4.65
ORP: 771mV, 20.75 C, TDS=468.33, Ph=4.39
ORP: 771mV, 20.75 C, TDS=491.41, Ph=4.78
ORP: 770mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 767mV, 20.75 C, TDS=464.22, Ph=4.57
ORP: 770mV, 20.81 C, TDS=439.99, Ph=4.26
ORP: 769mV, 20.75 C, TDS=362.39, Ph=4.50
ORP: 772mV, 20.75 C, TDS=447.98, Ph=4.13
ORP: 768mV, 20.75 C, TDS=497.83, Ph=4.69
ORP: 764mV, 20.75 C, TDS=468.33, Ph=4.35
ORP: 768mV, 20.75 C, TDS=482.93, Ph=4.63
ORP: 764mV, 20.81 C, TDS=447.98, Ph=4.30
ORP: 768mV, 20.75 C, TDS=452.00, Ph=4.30
ORP: 764mV, 20.75 C, TDS=489.28, Ph=4.76
ORP: 769mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 764mV, 20.75 C, TDS=495.68, Ph=4.66
ORP: 764mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 765mV, 20.75 C, TDS=515.25, Ph=4.78
ORP: 764mV, 20.75 C, TDS=504.31, Ph=4.49
ORP: 768mV, 20.75 C, TDS=499.98, Ph=4.64
ORP: 764mV, 20.75 C, TDS=476.64, Ph=4.61
ORP: 767mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 763mV, 20.81 C, TDS=485.04, Ph=4.66
ORP: 767mV, 20.75 C, TDS=470.40, Ph=4.42
ORP: 766mV, 20.75 C, TDS=485.04, Ph=4.66
ORP: 765mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 764mV, 20.75 C, TDS=485.04, Ph=4.71
ORP: 762mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 765mV, 20.75 C, TDS=491.41, Ph=4.79
ORP: 762mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 764mV, 20.75 C, TDS=474.55, Ph=4.45
ORP: 764mV, 20.75 C, TDS=493.54, Ph=4.71
ORP: 763mV, 20.75 C, TDS=460.12, Ph=4.38
ORP: 763mV, 20.75 C, TDS=443.97, Ph=4.17
ORP: 763mV, 20.75 C, TDS=452.00, Ph=4.28
ORP: 764mV, 20.75 C, TDS=482.93, Ph=4.68
ORP: 764mV, 20.75 C, TDS=460.12, Ph=4.38
ORP: 761mV, 20.75 C, TDS=491.41, Ph=4.77
ORP: 764mV, 20.75 C, TDS=454.02, Ph=4.33
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.62
ORP: 765mV, 20.75 C, TDS=468.33, Ph=4.32
ORP: 761mV, 20.81 C, TDS=493.54, Ph=4.74
ORP: 764mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 759mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 762mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 760mV, 20.75 C, TDS=480.83, Ph=4.67
ORP: 761mV, 20.75 C, TDS=460.12, Ph=4.31
ORP: 758mV, 20.75 C, TDS=493.54, Ph=4.78
ORP: 760mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 760mV, 20.75 C, TDS=499.98, Ph=4.82
ORP: 756mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.64
ORP: 756mV, 20.75 C, TDS=480.83, Ph=4.63
ORP: 760mV, 20.75 C, TDS=464.22, Ph=4.43
ORP: 756mV, 20.75 C, TDS=472.47, Ph=4.61
ORP: 758mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 756mV, 20.75 C, TDS=458.08, Ph=4.52
ORP: 758mV, 20.75 C, TDS=487.15, Ph=4.57
ORP: 756mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 756mV, 20.75 C, TDS=480.83, Ph=4.56
ORP: 757mV, 20.75 C, TDS=480.83, Ph=4.52
ORP: 756mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 758mV, 20.75 C, TDS=470.40, Ph=4.54
ORP: 755mV, 20.75 C, TDS=474.55, Ph=4.45
ORP: 758mV, 20.75 C, TDS=470.40, Ph=4.51
ORP: 756mV, 20.75 C, TDS=452.00, Ph=4.32
ORP: 760mV, 20.75 C, TDS=452.00, Ph=4.31
ORP: 758mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 758mV, 20.81 C, TDS=464.22, Ph=4.41
ORP: 758mV, 20.75 C, TDS=497.83, Ph=4.76
ORP: 757mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 757mV, 20.75 C, TDS=491.41, Ph=4.70
ORP: 757mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 757mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 757mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 758mV, 20.75 C, TDS=489.28, Ph=4.75
ORP: 758mV, 20.81 C, TDS=460.12, Ph=4.38
ORP: 757mV, 20.75 C, TDS=482.93, Ph=4.68
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.40
ORP: 757mV, 20.75 C, TDS=487.15, Ph=4.69
